usuario_id,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,score_crediticio,Alimentación,Ocio,Otros,Salud,Transporte,Vivienda,Educación,Servicios,gasto_total,ratio_gasto_ingreso,perfil_financiero,recomendaciones
user_0017,1562.47,0.0,Alta,531,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.015360294917662418,Saludable,['Mantener los hábitos financieros actuales']
user_0018,3772.85,1.0,Alta,436,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0013252580940138093,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0019,3360.47,0.0,Alta,510,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00029757742220582243,Saludable,['Mantener los hábitos financieros actuales']
user_0020,546.45,0.0,Alta,621,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.02012992954524659,Saludable,['Mantener los hábitos financieros actuales']
user_0021,1100.04,1.0,Alta,423,0.0,0.0,854.0,0.0,20.0,0.0,0.0,0.0,874.0,0.7945165630340715,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0022,4359.98,1.0,Alta,467,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0002293588502699554,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0023,5472.63,0.0,Alta,470,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0016445475027546171,Saludable,['Mantener los hábitos financieros actuales']
user_0024,3409.72,0.0,Alta,520,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00029327921354246097,Saludable,['Mantener los hábitos financieros actuales']
user_0025,7088.02,0.77,Alta,485,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00014108312335461807,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0026,2638.63,0.0,Alta,574,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0003789845487999454,Saludable,['Mantener los hábitos financieros actuales']
user_0027,3421.17,1.0,Alta,461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0028,489.6,0.0,Alta,839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0029,5814.75,0.0,Alta,525,10.0,0.0,70.0,0.0,1.0,0.0,0.0,0.0,81.0,0.013930091577453889,Saludable,['Mantener los hábitos financieros actuales']
user_0030,4012.21,0.0,Alta,494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0031,5847.76,0.66,Alta,381,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0005130169500800306,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0032,3867.86,0.0,Alta,463,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0005170817971694942,Saludable,['Mantener los hábitos financieros actuales']
user_0033,2986.05,1.0,Alta,817,6.0,0.0,1.0,31.0,2.0,0.0,0.0,0.0,40.0,0.013395622980191221,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0034,5954.54,0.0,Alta,557,19.0,26.0,9.0,0.0,0.0,0.0,0.0,0.0,54.0,0.00906871059729215,Saludable,['Mantener los hábitos financieros actuales']
user_0035,7443.93,0.0,Alta,606,10.0,0.0,171.0,48.0,2.0,0.0,0.0,0.0,231.0,0.03103199519608594,Saludable,['Mantener los hábitos financieros actuales']
user_0036,5366.53,1.0,Alta,400,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0001863401490348512,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0037,8196.39,0.0,Alta,733,0.0,0.0,21.0,0.0,8.0,0.0,0.0,0.0,29.0,0.003538143011740535,Saludable,['Mantener los hábitos financieros actuales']
user_0038,4454.68,0.0,Alta,450,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00022448301561503854,Saludable,['Mantener los hábitos financieros actuales']
user_0039,4002.22,0.13,Alta,802,5.0,29.0,12.0,0.0,0.0,0.0,0.0,0.0,46.0,0.011493621040322621,Saludable,['Mantener los hábitos financieros actuales']
user_0040,554.42,0.0,Media,785,5.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,20.0,0.03607373471375492,Saludable,['Mantener los hábitos financieros actuales']
user_0041,3453.57,1.0,Alta,739,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,22.0,0.006370219801538697,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0042,7092.63,0.3,Alta,404,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.002255862775867344,Saludable,['Mantener los hábitos financieros actuales']
user_0043,4385.42,0.53,Alta,645,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.00045605666047949796,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0044,3454.89,0.0,Alta,849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0045,3928.32,0.2,Alta,523,18.0,0.0,89.0,0.0,3.0,0.0,0.0,0.0,110.0,0.028001792114695338,Saludable,['Mantener los hábitos financieros actuales']
user_0046,1405.36,1.0,Alta,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0047,5289.43,0.0,Alta,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0048,2824.83,0.0,Alta,839,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0021240216225401174,Saludable,['Mantener los hábitos financieros actuales']
user_0049,4652.15,1.0,Alta,306,0.0,0.0,87.0,0.0,1.0,0.0,0.0,0.0,88.0,0.01891598508216631,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0050,7440.04,0.0,Alta,683,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0021505260724404705,Saludable,['Mantener los hábitos financieros actuales']
user_0051,3764.94,0.0,Alta,473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0052,2088.74,0.0,Alta,584,1.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,29.0,0.013883968325401919,Saludable,['Mantener los hábitos financieros actuales']
user_0053,9194.36,0.9,Alta,684,0.0,10.0,0.0,36.0,0.0,0.0,0.0,0.0,46.0,0.005003067097655519,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0054,2276.62,1.0,Alta,702,0.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.009663448445502544,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0055,513.47,1.0,Alta,315,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.011685200693321907,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0056,1341.14,0.0,Alta,546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0057,4643.13,1.0,Alta,433,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0008614878325612248,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0058,2123.19,0.0,Alta,743,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.00800681992661985,Saludable,['Mantener los hábitos financieros actuales']
user_0059,3805.3,0.0,Alta,343,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002627913699314114,Saludable,['Mantener los hábitos financieros actuales']
user_0060,3814.2,0.0,Alta,695,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0005243563525772115,Saludable,['Mantener los hábitos financieros actuales']
user_0061,3325.53,0.0,Alta,722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0062,3342.05,0.0,Alta,473,0.0,0.0,18.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0059843509223380855,Saludable,['Mantener los hábitos financieros actuales']
user_0063,2596.91,1.0,Alta,597,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0019253651454998442,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0064,3221.55,0.0,Alta,641,4.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,13.0,0.004035324610823982,Saludable,['Mantener los hábitos financieros actuales']
user_0065,5848.4,0.36,Alta,847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0066,3916.32,0.0,Alta,660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0067,4260.58,0.0,Alta,610,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0004694196564786954,Saludable,['Mantener los hábitos financieros actuales']
user_0068,3927.2,1.0,Alta,691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0069,2621.11,0.0,Alta,396,1.0,0.0,92.0,5.0,27.0,0.0,0.0,0.0,125.0,0.04768971924108488,Saludable,['Mantener los hábitos financieros actuales']
user_0070,3524.25,0.0,Alta,496,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0017024898914662695,Saludable,['Mantener los hábitos financieros actuales']
user_0071,4532.8,0.0,Alta,424,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.005294740557712672,Saludable,['Mantener los hábitos financieros actuales']
user_0072,5730.64,0.0,Alta,783,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0005235017380257702,Saludable,['Mantener los hábitos financieros actuales']
user_0073,6590.13,0.0,Alta,379,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0006069682995631345,Saludable,['Mantener los hábitos financieros actuales']
user_0074,2580.62,0.0,Alta,806,0.0,0.0,10.0,6.0,9.0,0.0,0.0,0.0,25.0,0.009687594454045927,Saludable,['Mantener los hábitos financieros actuales']
user_0075,3032.49,0.0,Alta,778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0076,1536.36,0.0,Alta,333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0006508891145304486,Saludable,['Mantener los hábitos financieros actuales']
user_0077,4224.84,0.0,Alta,306,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0007100860624307666,Saludable,['Mantener los hábitos financieros actuales']
user_0078,8060.46,0.0,Alta,325,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,70.0,0.00868436788967379,Saludable,['Mantener los hábitos financieros actuales']
user_0079,1947.25,1.0,Alta,567,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0015406342277570933,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0080,1827.49,0.08,Alta,472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0081,2726.3,0.0,Alta,317,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0007335949822103216,Saludable,['Mantener los hábitos financieros actuales']
user_0082,4062.49,1.0,Alta,725,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0014769267124349846,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0083,4058.94,0.0,Alta,440,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,9.0,0.00221732767668406,Saludable,['Mantener los hábitos financieros actuales']
user_0084,4226.04,0.0,Alta,328,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.00047325628720977557,Saludable,['Mantener los hábitos financieros actuales']
user_0085,5423.64,0.0,Alta,499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0086,1233.85,1.0,Alta,330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0087,3401.58,0.0,Alta,400,9.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,33.0,0.009701374067345175,Saludable,['Mantener los hábitos financieros actuales']
user_0088,5627.29,0.0,Alta,376,0.0,0.0,471.0,0.0,3.0,0.0,0.0,0.0,474.0,0.0842323747309984,Saludable,['Mantener los hábitos financieros actuales']
user_0089,6312.71,0.0,Alta,470,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0014256951451912096,Saludable,['Mantener los hábitos financieros actuales']
user_0090,2674.28,0.0,Alta,813,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.008600445727448135,Saludable,['Mantener los hábitos financieros actuales']
user_0091,2540.48,0.05,Alta,626,5.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0035426376117898978,Saludable,['Mantener los hábitos financieros actuales']
user_0092,1308.68,1.0,Alta,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0093,1180.95,0.0,Alta,380,10.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,22.0,0.018629069816673016,Saludable,['Mantener los hábitos financieros actuales']
user_0094,2487.31,0.0,Alta,357,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,17.0,0.00683469290116632,Saludable,['Mantener los hábitos financieros actuales']
user_0095,4799.27,0.64,Alta,656,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0008334600887218264,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0096,2475.37,0.0,Alta,841,0.0,0.0,62.0,0.0,2.0,0.0,0.0,0.0,64.0,0.02585472070841935,Saludable,['Mantener los hábitos financieros actuales']
user_0097,4105.13,0.33,Alta,671,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0002435976448979691,Saludable,['Mantener los hábitos financieros actuales']
user_0098,2652.09,0.34,Alta,441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0099,3967.13,0.0,Alta,308,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00025207139670240197,Saludable,['Mantener los hábitos financieros actuales']
user_0100,3879.12,0.61,Alta,577,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0025779042669471426,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0101,3782.06,0.0,Alta,577,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.003437280212371036,Saludable,['Mantener los hábitos financieros actuales']
user_0102,7048.51,0.0,Alta,308,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,0.0024118572577750473,Saludable,['Mantener los hábitos financieros actuales']
user_0103,2978.77,0.0,Alta,585,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0016785451713291057,Saludable,['Mantener los hábitos financieros actuales']
user_0104,5943.4,1.0,Media,319,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0018507924756873172,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0105,4380.09,0.0,Alta,628,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0009132232442712364,Saludable,['Mantener los hábitos financieros actuales']
user_0106,5307.65,1.0,Alta,838,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0018840729889875935,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0107,4051.62,1.0,Alta,790,313.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,324.0,0.07996801279488205,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0108,5679.38,0.0,Alta,303,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0007043022301730118,Saludable,['Mantener los hábitos financieros actuales']
user_0109,3994.58,0.98,Alta,614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0110,5224.21,0.0,Alta,844,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0009570825062545342,Saludable,['Mantener los hábitos financieros actuales']
user_0111,6768.69,0.0,Alta,648,0.0,42.0,16.0,0.0,0.0,0.0,0.0,0.0,58.0,0.008568866353755306,Saludable,['Mantener los hábitos financieros actuales']
user_0112,2755.79,1.0,Alta,549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0113,5162.53,0.0,Alta,453,0.0,0.0,14.0,114.0,2.0,0.0,0.0,0.0,130.0,0.025181451730062587,Saludable,['Mantener los hábitos financieros actuales']
user_0114,970.14,0.0,Alta,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0115,6921.17,0.0,Alta,693,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0005779369673046609,Saludable,['Mantener los hábitos financieros actuales']
user_0116,4898.4,0.0,Alta,490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0117,3486.05,0.0,Alta,469,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0011474304728847835,Saludable,['Mantener los hábitos financieros actuales']
user_0118,4849.31,0.0,Alta,493,0.0,0.0,4.0,0.0,22.0,0.0,0.0,0.0,26.0,0.005361587524823119,Saludable,['Mantener los hábitos financieros actuales']
user_0119,5552.56,0.0,Alta,795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0120,952.09,1.0,Alta,616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0010503208730267097,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0121,5582.68,0.0,Alta,815,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.001791254379616958,Saludable,['Mantener los hábitos financieros actuales']
user_0122,5761.8,0.0,Alta,440,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.002950466867992641,Saludable,['Mantener los hábitos financieros actuales']
user_0123,3237.86,1.0,Alta,397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0124,2457.62,0.0,Alta,680,4.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,13.0,0.005289670494217983,Saludable,['Mantener los hábitos financieros actuales']
user_0125,4583.26,0.0,Alta,532,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0006545559274402935,Saludable,['Mantener los hábitos financieros actuales']
user_0126,6377.99,0.0,Alta,469,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0009407352473114571,Saludable,['Mantener los hábitos financieros actuales']
user_0127,2576.48,0.0,Alta,498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0128,2172.45,0.0,Alta,733,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0027618587309259134,Saludable,['Mantener los hábitos financieros actuales']
user_0129,4428.94,1.0,Alta,577,4.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,25.0,0.005644691506319797,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0130,4829.46,0.0,Alta,835,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0012423749239045359,Saludable,['Mantener los hábitos financieros actuales']
user_0131,671.78,1.0,Alta,636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0132,936.62,0.0,Alta,816,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,9.0,0.009609019666460251,Saludable,['Mantener los hábitos financieros actuales']
user_0133,3994.36,0.0,Alta,632,3.0,0.0,1168.0,0.0,22.0,0.0,0.0,0.0,1193.0,0.2986711262880662,Saludable,['Mantener los hábitos financieros actuales']
user_0134,7884.36,1.0,Alta,352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0135,1890.01,0.0,Alta,584,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.004761879566774779,Saludable,['Mantener los hábitos financieros actuales']
user_0136,535.83,0.0,Alta,517,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.01679637198365153,Saludable,['Mantener los hábitos financieros actuales']
user_0137,4943.41,0.0,Alta,772,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00020228951270479285,Saludable,['Mantener los hábitos financieros actuales']
user_0138,4042.97,0.0,Alta,317,0.0,0.0,25.0,0.0,2.0,0.0,0.0,0.0,27.0,0.006678258804789549,Saludable,['Mantener los hábitos financieros actuales']
user_0139,7889.84,0.63,Alta,599,27.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,31.0,0.003929103758758099,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0140,900.3,1.0,Alta,664,0.0,0.0,63.0,0.0,2.0,0.0,0.0,0.0,65.0,0.0721981561701655,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0141,5676.09,0.0,Alta,395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0142,546.28,0.0,Alta,658,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.4246906348392766,Saludable,['Mantener los hábitos financieros actuales']
user_0143,4529.06,0.0,Alta,761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0144,1008.23,1.0,Alta,518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0145,3537.76,0.0,Alta,746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0146,3753.73,1.0,Alta,502,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.004262426972637883,En observación,['Priorizar el pago de deuda antes de nuevos compromisos financieros']
user_0147,2243.29,0.0,Alta,348,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.003120416887696196,Saludable,['Mantener los hábitos financieros actuales']
user_0148,5419.46,0.14,Alta,787,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0005535606868581003,Saludable,['Mantener los hábitos financieros actuales']
user_0149,8169.57,0.0,Alta,519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0150,4326.31,0.0,Alta,650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saludable,['Mantener los hábitos financieros actuales']
user_0151,1395.58,0.0,Alta,414,0.0,0.0,161.0,0.0,3.0,0.0,0.0,0.0,164.0,0.11751386520299804,Saludable,['Mantener los hábitos financieros actuales']
